Frame,Centroid_X,Centroid_Y,Movement_X (dX),Movement_Y (dY),Movement (pixels),Original_FPS,Playback_FPS,Actual_Playback_Time_s,Actual_FPS,Actual_Slowdown_Factor
0,473,251,0,0,0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
1,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
2,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
3,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
4,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
5,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
6,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
7,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
8,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
9,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
10,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
11,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
12,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
13,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
14,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
15,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
16,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
17,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
18,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
19,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
20,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
21,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
22,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
23,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
24,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
25,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
26,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
27,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
28,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
29,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
30,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
31,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
32,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
33,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
34,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
35,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
36,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
37,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
38,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
39,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
40,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
41,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
42,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
43,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
44,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
45,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
46,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
47,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
48,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
49,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
50,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
51,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
52,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
53,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
54,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
55,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
56,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
57,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
58,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
59,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
60,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
61,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
62,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
63,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
64,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
65,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
66,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
67,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
68,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
69,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
70,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
71,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
72,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
73,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
74,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
75,473,251,1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
76,472,251,-1,0,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
77,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
78,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
79,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
80,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
81,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
82,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
83,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
84,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
85,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
86,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
87,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
88,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
89,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
90,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
91,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
92,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
93,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
94,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
95,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
96,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
97,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
98,473,250,1,-1,1.4142135623730951,131.49452966588623,30,111.0849769115448,30,4.383150988862875
99,472,251,-1,1,1.4142135623730951,131.49452966588623,30,111.0849769115448,30,4.383150988862875
100,472,250,0,-1,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
101,472,251,0,1,1.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
102,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
103,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
104,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
105,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
106,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
107,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
108,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
109,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
110,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
111,472,251,0,0,0.0,131.49452966588623,30,111.0849769115448,30,4.383150988862875
