1.040954589843750000e+00,9.020996093750000000e-01,9.140014648437500000e-01,1.615905761718750000e+00,1.193542480468750000e+00
1.042175292968750000e+00,9.869384765625000000e-01,9.378051757812500000e-01,1.611328125000000000e+00,1.358642578125000000e+00
1.044616699218750000e+00,1.010131835937500000e+00,9.637451171875000000e-01,1.616210937500000000e+00,1.469421386718750000e+00
1.046447753906250000e+00,1.039428710937500000e+00,9.866333007812500000e-01,1.615905761718750000e+00,1.540527343750000000e+00
1.048583984375000000e+00,1.026000976562500000e+00,1.003417968750000000e+00,1.615295410156250000e+00,1.584167480468750000e+00
1.050720214843750000e+00,1.030883789062500000e+00,1.003723144531250000e+00,1.615600585937500000e+00,1.617126464843750000e+00
1.051330566406250000e+00,1.033935546875000000e+00,1.010742187500000000e+00,1.616210937500000000e+00,1.635437011718750000e+00
1.052246093750000000e+00,1.036987304687500000e+00,1.023864746093750000e+00,1.614685058593750000e+00,1.647644042968750000e+00
1.053771972656250000e+00,1.037292480468750000e+00,1.028137207031250000e+00,1.606445312500000000e+00,1.655273437500000000e+00
1.054382324218750000e+00,1.037597656250000000e+00,1.036987304687500000e+00,1.616210937500000000e+00,1.660461425781250000e+00
1.052246093750000000e+00,1.039123535156250000e+00,1.033325195312500000e+00,1.617126464843750000e+00,1.663513183593750000e+00
1.055908203125000000e+00,1.041564941406250000e+00,1.031188964843750000e+00,1.615600585937500000e+00,1.667175292968750000e+00
1.056823730468750000e+00,1.043395996093750000e+00,1.038208007812500000e+00,1.614990234375000000e+00,1.667480468750000000e+00
1.056823730468750000e+00,1.042175292968750000e+00,1.039733886718750000e+00,1.603393554687500000e+00,1.675415039062500000e+00
1.058654785156250000e+00,1.044006347656250000e+00,1.064453125000000000e+00,1.615600585937500000e+00,1.674804687500000000e+00
1.057739257812500000e+00,1.044311523437500000e+00,1.033325195312500000e+00,1.616210937500000000e+00,1.672363281250000000e+00
1.059875488281250000e+00,1.044616699218750000e+00,1.036682128906250000e+00,1.614074707031250000e+00,1.672973632812500000e+00
1.057128906250000000e+00,1.044006347656250000e+00,1.038818359375000000e+00,1.615295410156250000e+00,1.672363281250000000e+00
1.057434082031250000e+00,1.043090820312500000e+00,1.040649414062500000e+00,1.606140136718750000e+00,1.674194335937500000e+00
1.056823730468750000e+00,1.043701171875000000e+00,1.066894531250000000e+00,1.616210937500000000e+00,1.673583984375000000e+00
1.056213378906250000e+00,1.042785644531250000e+00,1.033325195312500000e+00,1.614990234375000000e+00,1.672973632812500000e+00
1.058349609375000000e+00,1.042175292968750000e+00,1.029663085937500000e+00,1.614685058593750000e+00,1.672973632812500000e+00
1.056823730468750000e+00,1.041564941406250000e+00,1.037597656250000000e+00,1.614685058593750000e+00,1.672058105468750000e+00
1.057434082031250000e+00,1.043395996093750000e+00,1.039428710937500000e+00,1.604003906250000000e+00,1.680603027343750000e+00
1.055297851562500000e+00,1.042175292968750000e+00,1.065979003906250000e+00,1.615295410156250000e+00,1.676940917968750000e+00
1.054992675781250000e+00,1.041870117187500000e+00,1.030578613281250000e+00,1.615295410156250000e+00,1.674499511718750000e+00
1.054382324218750000e+00,1.040954589843750000e+00,1.025695800781250000e+00,1.615295410156250000e+00,1.674194335937500000e+00
1.054382324218750000e+00,1.040954589843750000e+00,1.036376953125000000e+00,1.615905761718750000e+00,1.673278808593750000e+00
1.055603027343750000e+00,1.040344238281250000e+00,1.037292480468750000e+00,1.603393554687500000e+00,1.676635742187500000e+00
1.054077148437500000e+00,1.040039062500000000e+00,1.057434082031250000e+00,1.615600585937500000e+00,1.674499511718750000e+00
1.055297851562500000e+00,1.040039062500000000e+00,1.027832031250000000e+00,1.615905761718750000e+00,1.672973632812500000e+00
1.055908203125000000e+00,1.040039062500000000e+00,1.024780273437500000e+00,1.615600585937500000e+00,1.672973632812500000e+00
1.056213378906250000e+00,1.040344238281250000e+00,1.034851074218750000e+00,1.615295410156250000e+00,1.672058105468750000e+00
1.053161621093750000e+00,1.039428710937500000e+00,1.035766601562500000e+00,1.602172851562500000e+00,1.682739257812500000e+00
1.055603027343750000e+00,1.040039062500000000e+00,1.061401367187500000e+00,1.616210937500000000e+00,1.677856445312500000e+00
1.056518554687500000e+00,1.042480468750000000e+00,1.029052734375000000e+00,1.615905761718750000e+00,1.676330566406250000e+00
1.056213378906250000e+00,1.041870117187500000e+00,1.033020019531250000e+00,1.614685058593750000e+00,1.674194335937500000e+00
1.058044433593750000e+00,1.041870117187500000e+00,1.035461425781250000e+00,1.616210937500000000e+00,1.673889160156250000e+00
1.057739257812500000e+00,1.040954589843750000e+00,1.037597656250000000e+00,1.602172851562500000e+00,1.683959960937500000e+00
1.059875488281250000e+00,1.044616699218750000e+00,1.060180664062500000e+00,1.614990234375000000e+00,1.679992675781250000e+00
1.061096191406250000e+00,1.045532226562500000e+00,1.030883789062500000e+00,1.615600585937500000e+00,1.676330566406250000e+00
1.063232421875000000e+00,1.046447753906250000e+00,1.031799316406250000e+00,1.616516113281250000e+00,1.676330566406250000e+00
1.063537597656250000e+00,1.049804687500000000e+00,1.041870117187500000e+00,1.615600585937500000e+00,1.674194335937500000e+00
1.066894531250000000e+00,1.049804687500000000e+00,1.044006347656250000e+00,1.603698730468750000e+00,1.683654785156250000e+00
1.069030761718750000e+00,1.052551269531250000e+00,1.067810058593750000e+00,1.616210937500000000e+00,1.682128906250000000e+00
