Frame,Centroid_X,Centroid_Y,Movement_X (dX),Movement_Y (dY),Movement (pixels),Original_FPS,Playback_FPS,Actual_Playback_Time_s,Actual_FPS,Actual_Slowdown_Factor
0,1157,516,0,0,0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
1,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
2,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
3,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
4,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
5,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
6,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
7,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
8,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
9,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
10,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
11,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
12,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
13,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
14,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
15,1157,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
16,1158,516,1,0,1.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
17,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
18,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
19,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
20,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
21,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
22,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
23,1158,516,0,0,0.0,19.17397467182312,30,3.509617328643799,30,0.6391324890607707
