2.984619140625000000e+00,1.310729980468750000e+00,1.387939453125000000e+00,1.657714843750000000e+00
2.985229492187500000e+00,1.297607421875000000e+00,1.450195312500000000e+00,1.658630371093750000e+00
2.981872558593750000e+00,1.300048828125000000e+00,1.450805664062500000e+00,1.657409667968750000e+00
2.981262207031250000e+00,1.311645507812500000e+00,1.512756347656250000e+00,1.657409667968750000e+00
2.981567382812500000e+00,1.345825195312500000e+00,1.565551757812500000e+00,1.657104492187500000e+00
2.979736328125000000e+00,1.345214843750000000e+00,1.565246582031250000e+00,1.657409667968750000e+00
2.980041503906250000e+00,1.399536132812500000e+00,1.601257324218750000e+00,1.658020019531250000e+00
2.983398437500000000e+00,1.459960937500000000e+00,1.612548828125000000e+00,1.658020019531250000e+00
2.980346679687500000e+00,1.461181640625000000e+00,1.613159179687500000e+00,1.658020019531250000e+00
2.979736328125000000e+00,1.523132324218750000e+00,1.601257324218750000e+00,1.657409667968750000e+00
2.978820800781250000e+00,1.522827148437500000e+00,1.564941406250000000e+00,1.656494140625000000e+00
2.978820800781250000e+00,1.575012207031250000e+00,1.565551757812500000e+00,1.656799316406250000e+00
2.978820800781250000e+00,1.609497070312500000e+00,1.512451171875000000e+00,1.658935546875000000e+00
2.980651855468750000e+00,1.609191894531250000e+00,1.511535644531250000e+00,1.657714843750000000e+00
2.981262207031250000e+00,1.622619628906250000e+00,1.450195312500000000e+00,1.657714843750000000e+00
2.980651855468750000e+00,1.609802246093750000e+00,1.388244628906250000e+00,1.658325195312500000e+00
2.982177734375000000e+00,1.610717773437500000e+00,1.387634277343750000e+00,1.658020019531250000e+00
2.982788085937500000e+00,1.575012207031250000e+00,1.335754394531250000e+00,1.657714843750000000e+00
2.983703613281250000e+00,1.522827148437500000e+00,1.300354003906250000e+00,1.657714843750000000e+00
2.980346679687500000e+00,1.521911621093750000e+00,1.300659179687500000e+00,1.658630371093750000e+00
2.985534667968750000e+00,1.460266113281250000e+00,1.287536621093750000e+00,1.658020019531250000e+00
2.984619140625000000e+00,1.397705078125000000e+00,1.299133300781250000e+00,1.658325195312500000e+00
2.983398437500000000e+00,1.398925781250000000e+00,1.300659179687500000e+00,1.657714843750000000e+00
2.984619140625000000e+00,1.346130371093750000e+00,1.339721679687500000e+00,1.658020019531250000e+00
2.983398437500000000e+00,1.344299316406250000e+00,1.335754394531250000e+00,1.658935546875000000e+00
2.981872558593750000e+00,1.311340332031250000e+00,1.388549804687500000e+00,1.657409667968750000e+00
2.981567382812500000e+00,1.298522949218750000e+00,1.448974609375000000e+00,1.657104492187500000e+00
2.981262207031250000e+00,1.298828125000000000e+00,1.449584960937500000e+00,1.658325195312500000e+00
2.980346679687500000e+00,1.311950683593750000e+00,1.513366699218750000e+00,1.657409667968750000e+00
2.980957031250000000e+00,1.345214843750000000e+00,1.565551757812500000e+00,1.657714843750000000e+00
2.979431152343750000e+00,1.343078613281250000e+00,1.565856933593750000e+00,1.657714843750000000e+00
2.977600097656250000e+00,1.399536132812500000e+00,1.600341796875000000e+00,1.659851074218750000e+00
2.978820800781250000e+00,1.459350585937500000e+00,1.611938476562500000e+00,1.657104492187500000e+00
2.977905273437500000e+00,1.460571289062500000e+00,1.613159179687500000e+00,1.657714843750000000e+00
2.976074218750000000e+00,1.522827148437500000e+00,1.599731445312500000e+00,1.657104492187500000e+00
2.975463867187500000e+00,1.522521972656250000e+00,1.564636230468750000e+00,1.657104492187500000e+00
2.974853515625000000e+00,1.575317382812500000e+00,1.564941406250000000e+00,1.657714843750000000e+00
2.976379394531250000e+00,1.610412597656250000e+00,1.513061523437500000e+00,1.658630371093750000e+00
2.977600097656250000e+00,1.609802246093750000e+00,1.511230468750000000e+00,1.657714843750000000e+00
2.979125976562500000e+00,1.622619628906250000e+00,1.449279785156250000e+00,1.658630371093750000e+00
2.979431152343750000e+00,1.609497070312500000e+00,1.388854980468750000e+00,1.657409667968750000e+00
2.980957031250000000e+00,1.611022949218750000e+00,1.387634277343750000e+00,1.657714843750000000e+00
2.982482910156250000e+00,1.575622558593750000e+00,1.335144042968750000e+00,1.658935546875000000e+00
2.982788085937500000e+00,1.522827148437500000e+00,1.300048828125000000e+00,1.658020019531250000e+00
2.982482910156250000e+00,1.524658203125000000e+00,1.300354003906250000e+00,1.657714843750000000e+00
